,ECO_Code,Opening,Moves
829,A51,Budapest Defense; A51,1. d4 Nf6 2. c4 e5
830,A51,"Fajarowicz Variation, Budapest",1. d4 Nf6 2. c4 e5 3. dxe5 Ne4
831,A51,"Bonsdorf Variation, Budapest",1. d4 Nf6 2. c4 e5 3. dxe5 Ne4 4. a3 b6
832,A51,"Steiner Variation, Budapest",1. d4 Nf6 2. c4 e5 3. dxe5 Ne4 4. Qc2
833,A52,"Normal Variation, Budapest; A52",1. d4 Nf6 2. c4 e5 3. dxe5 Ng4
834,A52,"Rubinstein Variation, Budapest",1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Bf4
835,A52,"Kornl Richter Gambit, Budapest",1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Bf4 Nc6 5. Nf3 Bb4+ 6. Nc3 Bxc3+
836,A52,"Center Play Variation, Budapest; Alekhine Variation",1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. e4
837,A52,"Balogh; Tartakower C-G, Budapest",1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. e4 d6
838,A52,"Barmina Gambit, Budapest",1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. e4 Nxe5 5. f4 Bc5
839,A52,"Wikstrom Gambit, Budapest",1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. e4 Nxe5 5. f4 Nbc6
840,A52,"Abonyi Variation, Budapest",1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. e4 Nxe5 5. f4 Nec6
841,A52,"Adler Variation, Budapest",1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Nf3
842,E00,East Indian Defense; E00,1. d4 Nf6 2. c4 e6
843,E00,Seirawan Attack,1. d4 Nf6 2. c4 e6 3. Bg5
844,E00,Catalan Opening,1. d4 Nf6 2. c4 e6 3. g3
845,E01,E01,1. d4 Nf6 2. c4 e6 3. g3 d5
846,E06,"Closed Variation, Catalan",1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2
847,E06,E06,1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7
848,E07,E07,1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7 5. Nf3 O-O 6. O-O Nbd7
849,E07,"Botvinnik Variation, Catalan",1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7 5. Nf3 O-O 6. O-O Nbd7 7. Nc3 c6 8. Qd3
850,E08,E08,1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7 5. Nf3 O-O 6. O-O Nbd7 7. Qc2
851,E09,E09,1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7 5. Nf3 O-O 6. O-O Nbd7 7. Qc2 c6 8. Nbd2
852,E09,"Sokolsky Variation, Catalan",1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7 5. Nf3 O-O 6. O-O Nbd7 7. Qc2 c6 8. Nbd2 b6 9. Nbd2 b6 10. b3 a5 11. Bb2 Ba6
853,E08,"Zagoriansky Variation, Catalan",1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7 5. Nf3 O-O 6. O-O Nbd7 7. Qc2 c6 8. Rd1 b6 9. a4
854,E06,"Tarrasch Defense, Catalan",1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 c5 5. Nf3 Nc6
855,E02,E02,1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 dxc4
856,E04,"Open Defense, Catalan; E04",1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 dxc4 5. Nf3
857,E05,"Classical Line, Catalan; E05",1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 dxc4 5. Nf3 Be7
858,E05,"Modern Sharp Variation, Catalan",1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 dxc4 5. Nf3 Nc6 6. Qa4 Bb4+
859,E03,E03,1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 dxc4 5. Qa4+ Nbd7 6. Qxc4
860,E03,"Alekhine Variation, Catalan",1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 dxc4 5. Qa4+ Nbd7 6. Qxc4 a6 7. Qc2
861,E00,"Hungarian Gambit, Catalan",1. d4 Nf6 2. c4 e6 3. g3 e5
862,E00,"Devin Gambit, Catalan",1. d4 Nf6 2. c4 e6 3. g4
863,E20,E20,1. d4 Nf6 2. c4 e6 3. Nc3
864,E20,Nimzo-Indian Defense,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4
865,E24,"Saemisch Variation, Nimzo-Indian; E24",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. a3
866,E24,"Accelerated Saemisch Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. a3 Bxc3+ 5. bxc3
867,E26,"Saemisch Variation, Nimzo-Indian; E26",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. a3 Bxc3+ 5. bxc3 c5 6. e3
868,E26,"O’Kelly Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. a3 Bxc3+ 5. bxc3 c5 6. e3 b6
869,E26,"Capablanca Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. a3 Bxc3+ 5. bxc3 c5 6. e3 Nc6 7. Bd3 O-O 8. Ne2 b6 9. e4 Ne8
870,E25,E25,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. a3 Bxc3+ 5. bxc3 c5 6. f3 d5 7. cxd5
871,E25,"Keres Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. a3 Bxc3+ 5. bxc3 c5 6. f3 d5 7. cxd5 Nxd5 8. dxc5
872,E25,"Romanovsky Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. a3 Bxc3+ 5. bxc3 c5 6. f3 d5 7. cxd5 Nxd5 8. dxc5 f5
873,E24,"Botvinnik Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. a3 Bxc3+ 5. bxc3 c5 6. f3 d5 7. e3 O-O 8. cxd5 Nxd5
874,E27,E27,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. a3 Bxc3+ 5. bxc3 O-O
875,E28,E28,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. a3 Bxc3+ 5. bxc3 O-O 6. e3
876,E29,E29,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. a3 Bxc3+ 5. bxc3 O-O 6. e3 c5 7. Bd3 Nc6
877,E29,"Capablanca Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. a3 Bxc3+ 5. bxc3 O-O 6. e3 c5 7. Bd3 Nc6 8. Ne2 b6 9. e4 Ne8
878,E30,"Leningrad Variation, Nimzo-Indian; E30",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Bg5
879,E30,"Averbakh Gambit, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Bg5 h6 5. Bh4 c5 6. d5 b5
880,E31,"Benoni Defense, Nimzo-Indian; E31",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Bg5 h6 5. Bh4 c5 6. d5 d6
881,E40,"Rubinstein Variation, Nimzo-Indian; E40",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3
882,E43,"St. Petersburg Variation, Nimzo-Indian; E43",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 b6
883,E44,"Fischer Variation, Nimzo-Indian; E44",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 b6 5. Ne2
884,E45,"Bronstein Variation, Nimzo-Indian; E45; Byrne Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 b6 5. Ne2 Ba6
885,E41,"Huebner Variation, Nimzo-Indian; E41",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5
886,E41,"Huebner Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5 5. Bd3 Nc6 6. Nf3 Bxc3
887,E42,"Rubinstein Variation, Nimzo-Indian; E42",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5 5. Ne2
888,E42,"Sherbakov Attack, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5 5. Ne2 cxd4 6. exd4 O-O 7. c5
889,E41,"Panov Attack, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5 5. Nf3 cxd4 6. exd4 d5
890,E40,"Keres Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 d5 5. a3 Bxc3+ 6. bxc3 c5 7. cxd5 exd5 8. Bd3 O-O 9. Ne2 b6
891,E40,"Taimanov Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 Nc6
892,E40,"Ragozin Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 Nc6 5. Nf3 O-O 6. Bd3 d5 7. O-O dxc4
893,E46,"Normal Variation, Nimzo-Indian; E46",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O
894,E47,"Bishop Attack, Nimzo-Indian; E47",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3
895,E48,"Classical Defense, Nimzo-Indian; E48",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5
896,E49,"Botvinnik System, Nimzo-Indian; E49",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. a3 Bxc3+ 7. bxc3
897,E48,"Olafsson Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 c5 7. O-O dxc4 8. Bxc4 b6 9. Qe2 Bb7 10. Rd1 Qc8
898,E48,"Bronstein Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 c5 7. O-O dxc4 8. Bxc4 Bd7
899,E48,"Bronstein Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 c5 7. O-O dxc4 8. Bxc4 Nbd7 9. Ne2
900,E48,"Smyslov Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 c5 7. O-O dxc4 8. Bxc4 Qe7
901,E46,"Reshevsky Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Ne2
902,E46,"Simagin Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Ne2 d5 6. a3 Bd6
903,E50,E50,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Nf3
904,E50,"Huebner Deferred, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Nf3 c5
905,E51,"Ragozin Variation, Nimzo-Indian; E51",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Nf3 d5
906,E51,"Saemisch Deferred, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Nf3 d5 6. a3
907,E52,"Schlechter Defense, Nimzo-Indian; E52",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Nf3 d5 6. Bd3 b6
908,E53,Bernstein Defense; Gligoric System; E53,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Nf3 d5 6. Bd3 c5
909,E53,"Keres Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Nf3 d5 6. Bd3 c5 7. O-O b6
910,E54,E54,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Nf3 d5 6. Bd3 c5 7. O-O dxc4 8. Bxc4
911,E55,"Bronstein Variation, Nimzo-Indian; E55",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Nf3 d5 6. Bd3 c5 7. O-O dxc4 8. Bxc4 Nbd7
912,E55,"Smyslov Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Nf3 d5 6. Bd3 c5 7. O-O dxc4 8. Bxc4 Qe7
913,E56,"Bernstein Variation, Nimzo-Indian; E56",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Nf3 d5 6. Bd3 c5 7. O-O Nc6
914,E58,E58,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Nf3 d5 6. Bd3 c5 7. O-O Nc6 8. a3 Bxc3 9. bxc3
915,E59,E59,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Nf3 d5 6. Bd3 c5 7. O-O Nc6 8. a3 Bxc3 9. bxc3 dxc4 10. Bxc4
916,E57,E57,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Nf3 d5 6. Bd3 c5 7. O-O Nc6 8. a3 dxc4 9. Bxc4 cxd4
917,E46,"Reshevsky Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Nge2
918,E46,"Simagin Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Nge2 d5 6. a3 Bd6
919,E20,"Kmoch Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. f3
920,E20,"Steiner Variation, Nimzo-Indian; Romanishin Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. g3
921,E21,"Three Knights Variation, Nimzo-Indian; E21",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Nf3
922,E21,"Korchnoi Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Nf3 c5 5. d5
923,E21,"Shocron Gambit, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Nf3 c5 5. d5 b5
924,E21,"Euwe Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Nf3 c5 5. d5 Ne4
925,E20,"Romanishin Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Nf3 c5 5. g3 O-O 6. Bg2
926,E20,"English Hybrid, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Nf3 c5 5. g3 O-O 6. Bg2 cxd4 7. Nxd4 d5 8. cxd5 Nxd5
927,E20,"Ragozin Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Nf3 d5
928,E22,"Spielmann Variation, Nimzo-Indian; E22",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qb3
929,E23,"Romanovsky Gambit, Nimzo-Indian; E23",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qb3 c5 5. dxc5 Nc6
930,E23,"San Remo Variation, Nimzo-Indian; Stahlberg Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qb3 c5 5. dxc5 Nc6 6. Nf3 Ne4 7. Bd2 Nxc5
931,E23,"Stahlberg Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qb3 c5 5. dxc5 Nc6 6. Nf3 Ne4 7. Bd2 Nxc5 8. Qc2 f5 9. g3
932,E23,"Carlsbad Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qb3 c5 5. dxc5 Nc6 6. Nf3 Ne4 7. Bd2 Nxd2
933,E23,"Stahlberg Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qb3 c5 5. dxc5 Nc6 6. Nf3 Ne4 7. Bd2 Nxd2 8. Nxd2 O-O 9. O-O-O
934,E32,"Classical Variation, Nimzo-Indian; E32",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2
935,E38,"Berlin Variation, Nimzo-Indian; E38",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 c5
936,E38,"Steiner Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 c5 5. dxc5 Bxc3+
937,E39,"Pirc Variation, Nimzo-Indian; E39",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 c5 5. dxc5 O-O
938,E34,"Noa Variation, Nimzo-Indian; E34",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5
939,E36,E36,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. a3
940,E36,"Botvinnik Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. a3 Bxc3+ 6. Qxc3 Nc6
941,E37,E37,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. a3 Bxc3+ 6. Qxc3 Ne4
942,E37,"San Remo Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. a3 Bxc3+ 6. Qxc3 Ne4 7. Qc2 Nc6 8. e3 e5
943,E35,E35,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. cxd5 exd5
944,E35,"Romanishin Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. cxd5 exd5 6. Nf3 Qf5
945,E35,"Beliavsky Gambit, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 d5 5. cxd5 exd5 6. Nf3 Qf5 7. Qd1 e5
946,E33,"Milner-Barry, Zurich Variation, Nimzo-Indian; E33",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 Nc6
947,E33,"Milner-Barry Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 Nc6 5. Nf3 d6
948,E33,"Old Zurich Variation, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 Nc6 5. Nf3 d6 6. a3
949,E33,"Vitolinsh-Adorjan Gambit, Nimzo Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 O-O 5. a3 Bxc3+ 6. Qxc3 b5
950,E33,"Keres Defense, Nimzo-Indian",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 O-O 5. a3 Bxc3+ 6. Qxc3 b6
951,E10,Anti-Nimzo-Indian; E10,1. d4 Nf6 2. c4 e6 3. Nf3
952,E10,Dzindzi-Indian Defense,1. d4 Nf6 2. c4 e6 3. Nf3 a6
953,E12,Queen’s Indian Defense; E12,1. d4 Nf6 2. c4 e6 3. Nf3 b6
954,E12,"Petrosian Variation, QID",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. a3
955,E12,"Farago Defense, QID",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. a3 Ba6 5. Qc2 Bb7
956,E12,"Murey Variation, QID",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. a3 Bb7 5. Nc3 d5 6. cxd5 Nxd5 7. Qc2 c5 8. e4 Nxc3 9. bxc3 Nc6 10. Bb2 cxd4 11. cxd4 Rc8 12. 1Rd1 Bd6
957,E12,"Miles Variation, QID",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. Bf4
958,E14,"Spassky System, QID; E14",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. e3
959,E14,"Averbakh Variation, QID",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. e3 Bb7 5. Bd3 c5 6. O-O Be7 7. b3 O-O 8. Bb2 cxd4 9. Nxd4
960,E15,"Fianchetto System, QID; E15",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3
961,E15,"Nimzovich Variation, QID",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Ba6
962,E15,"Quiet Line, QID",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Ba6 5. b3
963,E15,"Nimzovich Attack, QID",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Ba6 5. Qa4+
964,E15,"Timman’s Line, QID",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Ba6 5. Qb3
965,E16,"Fianchetto Traditional, QID; E16",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7
966,E16,"Capablanca Variation, QID",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7 5. Bg2 Bb4+
967,E16,"Yates Variation, QID",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7 5. Bg2 Bb4+ 6. Bd2 a5
968,E16,"Riumin Variation, QID",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7 5. Bg2 Bb4+ 6. Bd2 Be7
969,E17,"Traditional Variation, QID; E17",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7 5. Bg2 Be7
970,E17,Anti-Queen’s Indian System,1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7 5. Bg2 Be7 6. Nc3
971,E17,"Opocensky Variation, QID",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7 5. Bg2 Be7 6. Nc3 Ne4 7. Bd2
972,E17,"Classical Variation, QID",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7 5. Bg2 Be7 6. O-O
973,E17,"Euwe Variation, QID",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7 5. Bg2 Be7 6. O-O O-O 7. b3
974,E17,"Taimanov Gambit, QID",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7 5. Bg2 Be7 6. O-O O-O 7. d5 exd5 8. Nd4
975,E17,"Polugaevsky Gambit, QID",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7 5. Bg2 Be7 6. O-O O-O 7. d5 exd5 8. Nh4
976,E18,E18,1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7 5. Bg2 Be7 6. O-O O-O 7. Nc3
977,E18,"Tiviakov Defense, QID",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7 5. Bg2 Be7 6. O-O O-O 7. Nc3 Na6
978,E19,E19,1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7 5. Bg2 Be7 6. O-O O-O 7. Nc3 Ne4 8. Qc2
979,E17,"Kramnik Variation, QID",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7 5. Bg2 Be7 6. O-O O-O 7. Re1
980,E15,"Saemisch Variation, QID",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7 5. Bg2 c5
981,E16,"Buerger Variation, QID",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7 5. Bg2 c5 6. d5 exd5 7. Ng5
982,E16,"Rubinstein Variation, QID",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7 5. Bg2 c5 6. d5 exd5 7. Nh4
983,E16,"Fine Variation, QID",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7 5. Bg2 Qc8 6. O-O c5 7. d5
984,E12,"Kasparov Variation, QID",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. Nc3
985,E12,"Kasparov-Petrosian Variation, QID",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. Nc3 Bb7 5. a3
986,E12,"Polovodin Gambit, QID",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. Nc3 Bb7 5. a3 d5 6. cxd5 Nxd5 7. e4
987,E12,"Hedgehog Variation, QID",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. Nc3 Bb7 5. a3 g6
988,E13,E13,1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. Nc3 Bb7 5. Bg5 h6 6. Bh4 Bb4
989,E12,"Botvinnik Variation, QID",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. Nc3 Bb7 5. Bg5 h6 6. Bh4 g5 7. Bg3 Nh5
990,E11,Bogoljubow Defense; Bogo-Indian Defense; E11,1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+
991,E11,Monticelli Trap,1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Bd2 Bxd2+ 5. Qxd2 b6 6. g3 Bb7 7. Bg2 O-O 8. Nc3 Ne4 9. Qc2 Nxc3 10. Bg5
992,E11,"Nimzovich Variation, Bogo-Indian",1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Bd2 Qe7
993,E11,"Grunfeld Variation, Bogo-Indian",1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Nbd2
994,E10,Blumenfeld Variation,1. d4 Nf6 2. c4 e6 3. Nf3 c5
995,E10,Blumenfeld Countergambit,1. d4 Nf6 2. c4 e6 3. Nf3 c5 4. d5 b5
996,E10,Dus-Chotimursky Variation,1. d4 Nf6 2. c4 e6 3. Nf3 c5 4. d5 b5 5. Bg5
997,E10,"Spielmann Variation, Blumenfeld",1. d4 Nf6 2. c4 e6 3. Nf3 c5 4. d5 b5 5. Bg5 exd5 6. cxd5 h6
998,E10,Blumenfeld Countergambit Accepted,1. d4 Nf6 2. c4 e6 3. Nf3 c5 4. d5 b5 5. dxe6 fxe6 6. cxb5 d5
999,E10,"Rubinstein Variation, Blumenfeld",1. d4 Nf6 2. c4 e6 3. Nf3 c5 4. d5 b5 5. e4
1000,E10,Dory (Doery) Defense,1. d4 Nf6 2. c4 e6 3. Nf3 Ne4
1001,A50,Medusa Gambit,1. d4 Nf6 2. c4 g5
1002,D70,King’s Indian Defense; West Indian Defense; D70,1. d4 Nf6 2. c4 g6
1003,E60,King’s Indian Defense; West Indian Defense; E60,1. d4 Nf6 2. c4 g6
1004,D70,Anti-Grunfeld Variation,1. d4 Nf6 2. c4 g6 3. d5
1005,D70,Danube Gambit; Adorjan Gambit,1. d4 Nf6 2. c4 g6 3. d5 b5
1006,D70,Danube; Donau Gambit,1. d4 Nf6 2. c4 g6 3. d5 b5 4. cxb5 a6 5. bxa6 c6
1007,D70,Nimzovich Attack; Anti-Grunfeld; Alekhine Variation,1. d4 Nf6 2. c4 g6 3. f3
1008,D70,Goglidze Attack,1. d4 Nf6 2. c4 g6 3. f3 d5
1009,D70,Leko Gambit,1. d4 Nf6 2. c4 g6 3. f3 e5
1010,E60,"Fianchetto Variation, KID",1. d4 Nf6 2. c4 g6 3. g3
1011,E60,Counterthrust Variation,1. d4 Nf6 2. c4 g6 3. g3 Bg7 4. Bg2 d5
1012,E60,Kemeri Variation,1. d4 Nf6 2. c4 g6 3. g3 Bg7 4. Bg2 d5 5. cxd5 Nxd5 6. Nf3 O-O 7. O-O c5
1013,E60,Yugoslav Variation,1. d4 Nf6 2. c4 g6 3. g3 Bg7 4. Bg2 d6 5. Nf3 O-O 6. Nc3 c5
1014,E60,Bronstein Variation,1. d4 Nf6 2. c4 g6 3. g3 Bg7 4. Bg2 d6 5. Nf3 O-O 6. Nc3 c6 7. O-O Qa5
